Manuscript_ID	Surface_ID	Image_Path_Relative	WER	CER	Ground_Truth_Normalized	OCR_Output_Normalized
Jarring_Prov_2	20b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_020_v.Lanczos.800.65_20b.jpg	0.9365	0.2768	قویماغای بربری نینک دوکانیغه کیرسه بی تکبر اولتورماغای اکر سورسه لارکیم نچه وقتدا تکبیر آلماق فرض دور جواب الته وقتیدا تکبر الماق فرض دور اوّل شاکرد اوستادین رخصت الیب دوکاندار بولسه ۲ ناحق اَنت ایچسه ۳ نجی درّه سوقالسه ۴ نجی اوز هنریدین چقیب ینه بر هنرنی قیلسه ۵ نجی کافر بولغودیک ایش صادیر بولسه ۶ نجی دوکان یوتکاسه تکبر آلماق فرض دور	قویماغای بر بری نیک دو کا نیعہ کیر کہ ہے تکبر اولتور مانای اگر مسوله لاریم چه وقتها تكبر التحاق فرض دور جواب الله و قید تکبر الحاق فرض دور اول شاکرد اوستاد دین رحمت الیب دوکاندار بول - ۲ نا حق انت اینچہ سنجی دره سو قاله مربی اور بہزیدین چقیب نیند پر ہندے قیلہ جهانی کافر بولنود یک ایش صاویر بول ر نجی دوکان یو تکا سہ تکبر الماق فرض دو ہوتا ہے سه شبو
Jarring_Prov_2	21a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_021_r.Lanczos.800.65_21a.jpg	0.9701	0.2912	شبو آلته ایش صادیر بولسه نمه بولور دیسه قاتّیق کنه کار بولور هرکیز ایلکاری کلماس پر اوستادلار بیزار بولور تکبرنی هرکیز تأخیر قیلماغایلار چراغ محلّه دین اوتسه کُلِّ زیان زخمت یتار پر اوستادلارینی دعادا تولا یاد قیلغایلار کوندین کونکه برکت تاپارسیزلار قچانکیم قیامت قیّوم بولسه انده فائده زیان نی بیلورسیزلار حضرت خداوند جلَّه جلّا له و عمَّه نواله بدلیل قول نبی صلی الله علیه وسلم قا النبی	21 ٣٩٠ دور للہ شبو اکته ریش صادر بولے نہ بولور دیہ فایق کنه کار بولور مرکز اہلکاری کا ماس پر اوستاد لار بیزار بولور تکبر نے ہر کند تاخیر قبلا نا بیدار جوامع جمله دین او نالی زبان زحمت یار پر اوستاد لارینی دعا را تولا یاد قبلقا بلار کو نہیں کیونکہ برکت تا پار سے انار قیا نیم قیامت قیوم بوسه اینده فائده زبان wo نے بیلور بیزار حضرت خداوند جل جلاله و عمه واله بدلیل قول نے صلی اللہ علیہ سلم قا اپنے
Jarring_Prov_2	21b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_021_v.Lanczos.800.65_21b.jpg	0.7586	0.2616	علیه وسلّم الکسب حبیب الله صدقه یا رسول الله حدیث پیغمبرغه شک کلتورسه کافر بولور نعوذ باالله من ذالك امَّا بشرهلکه تراز و همان نی کم توتماغای . بِسْمِ اللهِ الرّحْمنِ الرَّحِیْمِ اَلْحَمْدُ اللهِ رَبِّ الْعاٰلَمِیْنَ وَ الْعاٰقِبَةِ لِلْمُتَّقِیْنَ الصّٰلواة و السّلام علی رسوله محمد و اله و اصحابه اجمعینَ و حضرت امام جعفری صادق و رهنمای موافق	۴۰ علیہ کو تم الكسب حبیب اللہ صدقہ بار سوی الله حدیث پیغمبر نہ شک کانتوریہ کا فر بولور نعوذ باالله من ذالك اما بشر بلکہ تر از وہان نے کم تو تمافی. كم الله الرحمن الرحيم الْحَمْدُ اللهِ رَبِّ الْعالَمين والعاقبة المتقين الصلواة والسلام على رسوله محمد واله واصحابه اجمعین و حضرت امام جعفری صادق وی بنمای موافق رضی
Jarring_Prov_2	22a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_022_r.Lanczos.800.65_22a.jpg	0.6234	0.1778	رضی الله عنه انداغ روایت قیلیب دور لارکیم شیخ و نقیب لار و اهل تحقیق لار و مرشید لار و درویش لار و خانقاه نشین لار و اوستادلار و صاحب تکبیرلار و فیش قدم لار و کاسیب لار و اهل طریقت لار و هرقیسی لاری حضرت آدم صفی الله و نوح بنی الله نینک و حضرت ابراهیم خلیل الله نینک و حضرت موسیٰ کلیمه الله نینک و حضرت محمد مصطفی صلی الله علیه وسلم اورون لاریدا اولتوروبدورلار	اكر رضی اللہ عنہ انداغ روایت قبلیب دور لاریم شیخ و نقیب لاروا پہلی تحقیق لار و مرشید لارو درویش لار وفا نقاش لار و اوستا دلار و صاحب تکبیر لار و فیش قدم کارو کا سیب کار و اسل طریقت کار و رقیه کاری حضرت آدم صفی الله و نوع نبی اللہ نیک و حضرت ابراہیم خلیل اللہ نیک و صرت موئے کلیم اللہ نیک و حضرت محمد مصطفے صلے اللہ علیہ وسلم او رول لاریدا او اتور و بدورلار 220
Jarring_Prov_2	22b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_022_v.Lanczos.800.65_22b.jpg	0.7647	0.1968	و تکبر ایتادورلار و هر تکبرنی جای بجا اوز مقامدا بیلیب ایتغایلار شرایطی تکبرنی بیلمای ایتماق روا ایماس چراکه تکبر ایتماق اولوغ مرتبه ترور انبیاء الله و اولیاء الله ترورلار بو مقام سلسلهء خوجه کان و سلسلهء مثانجان ترورلار و بسیار بسیار قورقماق و احتیاط قیلماق لازیم دور البتّه صاحب تکبرکه لازیم دورکه دایم اوقوب طالب العلم و کار صلاح تحصیل و درویش لیق قیلماق کراک پاک دامن	۴۲ و تکبر اتنا دور لار د ہر تکبر نے جاہی بجا اور مقامدا بیلیب استغایلار شرایطے تکبر نے میلیاں استحاق رو ا ایماس چرا که تکبر استحاق اولوغ مرتبہ ترور ا نبيه الله و اولیا الله ترور لار بو مقام سلسلہ خوجہه کان و سلسله مثانجان ترور لار و بسیار قور قحاق و احتیاطه فیلماق لازیم دور ابشره صارت تکبر که ازم دور که داریم او قوب طالب العظم و کار صلاح برهان و در ویش لیق فیلماق کراک پاک دامن بوطاق
Jarring_Prov_2	23a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_023_r.Lanczos.800.65_23a.jpg	0.5857	0.1775	بولماق کراک و ینه بر نوعی هر طریقه کاسیب لارغه فرض دور تکبر و یا واجب و یا سنّت و یا محتسب بولغان وقت لارده محلدین اوتکارمای اوزینی تکبرکه مشرّف قیلغایلار و هر صاحب تکبیرکیم انبیاءلار امری و اولیاء لار طریقه سی برله هرقیسی لاری تکبرنینک اتینی اوز اورنیدا جای بجا ادب ارکان و شرایط لار ترتبی برله تکبر ایتقان بولسه لار خلق لار اوّلین و آخرین قیامت کونی جمع	بولماق کراک و پینه بر نوعی پر طریقہ کا لیب لارغه فرض دور تکبر و یا واجب یا سنگ و یا محتب بولغان وقت لارده مجلد ین اوکاریمان اور زمین تکبر که مشرف قبانها دار ویر صاحب تیر کم انبیا کار امری و اولیاء لار طریقہ سے براہ ہر تین لاری تکبر نیک اتنی اوز اور بندا جای بجا طوب ارکان و شرایط لار ترتیبی برله تکبر احتقان بود الار خلق لارا اولین و آخرین قیامت کونی جمع 23
Jarring_Prov_2	23b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_023_v.Lanczos.800.65_23b.jpg	0.7971	0.3199	بولغاندا هرکیم اوز حالی برله سرکردان بولوب قیامت نینک هیبتیدین عذاب عقوبت نینک شدّتیدین دل خراب و جکر کباب بولوب و ساچ لاری آقاریب بر قطره سو اوچون العطش دیب زار سعادت کا محتاج بولوب همار وار بولغان دا بو رساله برله عمل قیلیب کسب دین حلال لقمه تیلاب یب طاعت عبادت بیلّه بولسه لار و صاحب تکبر و هم طریقت نینک حکمی بیلان تکبیر ایتقان بولسه اهل عرصات	۴۱۴ بولغاندا یکم اور مالی براہ سر کردان جالوت حالی بله بو قیامت نیک پیترین عذاب عقوبت نیک مستر شنید میں دل خراب ودیگر کتاب بو لوب کاتاج لاری آقاریب پر قطره سو او چون العطش دیسی قرار سعادت کا محتاج بولو ہے ہمار وار بولغان دا بور ساله بر له عمل قلب کسب دین طلال نعمہ سیلاب رب طار عبادت بد بو الاب و صاحب تکبیر و فروخت نیک هم چکی پیلانی بگیر استان بواسه ارسال عرصات مرد
Jarring_Prov_2	24a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_024_r.Lanczos.800.65_24a.jpg	0.7639	0.2402	مردمان خلایق لار آراسیدا یوزی اون تورت کونلوک آیدیک قوپقایلار پرلار شفاعت قیلغای حضرت پیغمبر علیه السّلام نینک سائیه لوای علمی نینک آلیدا مکرّم و معظّم لاریغه یتکورکایلار انشاء الله تعالی و الله الْحَمْدُ و صاحب تکبرکیم تکبر ایتادورلار بو طریقه بیلان بیلکایلار اوّل چهار پر شریعت چهار پر طریقت چهار پر حقیقت و چهار پر مذهب و پنج پر معرفت و چهار مشفق نی بیلکایلار و ینه بر پَرنی و نیم	24 ولو حاش ر ۴۵ مردمان خلایق لار اراسیدا بوزی اون تورت کونلوک آید یک قوپقابلار پر لار شفاعت مبلغاً حضرت پیر علیہ اسلام ایک سائی نوار عظیمی نیک آلیلا کریم و معتقد گاریفه تنور کا بلار و انشا الله تعالى والله الحقد و ماچی کریم تکبر اپنا دور لار بوطریقہ بیلان بیل کا بلار اول چہار پر شریعت چہار پر طریقت چہار پر حقیقت و چہار پر مذہب و پنج پر معرفت و چهار مشفق نه بیان کا پلار و نه به پرونی و نیم
Jarring_Prov_2	24b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_024_v.Lanczos.800.65_24b.jpg	1.2656	0.5227	پرنی هم بیلکایلار تکبر بقا و تکبر فنانی تکبر رضانی تکبر صفانی هم بیلکایلار قبله تکبرنی محراب تکبرنی سّهء تکبرنی هم بیلکایلار و هر صاحب تکبرکیم بو ترتیب بیلان بیلماسه تکبر ایتماق باطل ترور واللهُ اَعْلَمْ اکر سورسه لارکیم چهار پر شریعت قیسی ترور جواب ایغیل اوّل حضرت آدم صفی الله ایکنجی نوح نبی الله اوچونجی ابراهم خلیل الله تورتونجی حضرت محمد رسول الله	سلکا تکبر ہم بہ پ نے کم بیان کے اندر تکسیر با ذکر فستان تک ایرانی پیلار و تکرارهان پر عمر نکر صفانی بیا کے طار قبلہ نکھرے جواب بیانکا پلار تکبر نے ستہ دیکھر نے ہم بیل کا بلا رو پر ماجب تکبر کم جو ترتیب بیان این است کند اتاق بیلماسه تكسر باطل ترور و الله اعلم اگر سورانه یک چهار برا شریعت نیے ترور جواب ایفیل اول حضرت آدم صفی الله یکی فوج م م ا ه ه ه و و بنی اسراع خلال ال تور تونجی حضرت محمدرسول الله ترور
Jarring_Prov_2	25a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_025_r.Lanczos.800.65_25a.jpg	0.7612	0.1979	ترور تورت کتاب تورت پیغمبرغه کلکان ترور تورات حضرت موسی علیه السّلام غه کلدی انجیل حضرت عیسیٰ علیه السّلام غه کلدی زبور حضرت داود علیه السّلام غه کلدی فرقان حضرت محمد رسول صلی الله علیه وسلّم غه کلدی چهار پر حقیقت کیم لار دیب سورسه جواب اوّل جبرائیل علیه السّلام ایکنجی میکائیل علیه السّلام اوچونجی حضرت اسرافیل علیه السّلام تورتونجی حضرت عزرائیل علیه السّلام ترور اکر سورسه	25 کا یا ۴۷ تورت کتاب تورت پغمبر نہ کالکان ترور تو رات حضرت مولی علیہ السلام نه کالری انجیل حضرت صلی علیہ السلام من کاری زیور حضرت داود علیہ السلام مظلوی فرقان حضرت محمد رسول صلی اللہ علی وسلم کہ کلاف چہار پر حقیقت کم لار دیں سور کہ جواب اول جبرائیل علیہ اسلام ایکنی میکائیل علا السلام او چونجی حضرت اسرافیل علیہ السلام تور تونجی حضرت عزرائیل علیہ اسلام ترور اگر سورتہ C
Jarring_Prov_2	25b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_025_v.Lanczos.800.65_25b.jpg	0.7879	0.2180	چهار پر حقیقت کیم ترور جواب اوّل حضرت ابابکر صدیق ایکنجی عمر رضی الله عنه اوچونجی عثمان رضی الله عنه تورتونجی حضرت علی ابن ابی طالب رضی الله عنه ترورلار خلیفه راشیدین قیسی ترور جواب اوّل عبد الله ابن عباس ایکنجی عبد الله ابن عمر اوچونجی عبد الله ابن مسعود تورتونجی زید ابن ساید بشنجی ابو موسی اشعری التنجی معاز ابن .جبل یتنجی عایشه صدیق ترورلار	151 چهار در حقیقت کم ترور اتوران حضرت ابا کبر صدیق ایک نجی عمر رضی اللہ عنہ او چونجی عثمان رضی اللہ عنہ تو رتو نجی حضرت علی ابن ابے طالب رضی اللہ عنہ ترور لار خلیفہ را شنیدین را قیسے ترور جواب اول عبد اللہ ابن عباس ایک نجی عبداللہ ابن عمرا و جونھی عبد الله او عبدالله ابن مسعود تور تونجی زید بن ساید بشی ابو موسى اشعرى التبجي معاذ ابن جبل پنجی عایشہ صدیق ترور لار چہار
Jarring_Prov_2	26a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_026_r.Lanczos.800.65_26a.jpg	0.6984	0.1637	چهار پر مذهب کیم دیسه جواب اوّل حضرت اِمام اعظم رحمته الله علیه ایکنجی حضرت امام شافعی رحمته الله علیه اوچونجی حضرت امام احمد حنبل رحمته الله علیه تورتونجی حضرت اِمام مالك رحمته الله علیه ترور اکر سورسه پنج پر معرفت قایسی ترور جواب اوّل حضرت مولاناء شمش تبریزی ایکنجی حضرت مولاناء اوری اوچونجی حضرت خواجه حافظ شرازی تورتونجی حضرت شیخ عطار ولی	26 چہار پر مذہب کیر دیسہ جواب اور حضرت یم امام اعظم رحمتہ اللہ علیہ ایکنی حضرت امام شافعی رحمتہ اللہ علیہ اوچونچی حضرت امام احمد چنبل رحمتہ اللہ علیہ تو ر تو نبی حضرت امام مالک رحمتہ اللہ علیہ نزور اگر کورت پنج پر معرفت تا سے ترور جواب اول حضرت مولانا مسلمش تبریزی ایمنی حضرت مولانا اوری اوچونچی حضرت خواجہ حافظ شرازی تور تونجی حضرت شیخ عطار ولی C
Jarring_Prov_2	26b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_026_v.Lanczos.800.65_26b.jpg	0.9394	0.2486	بشنجی حضرت دیوانه شاه قاسیم انواری اکر سورسه لارکیم چهار پر مشفق قایسی ترور جواب اوّل آتا ایکنجی انا اوچونجی اوقوتقان مُلّاسی تورتونجی هنر اورکاتکان اوستادی اکر سورسه بر پر قایسی ترور جواب شترم فرغال ینه یریم پر کورکش ترور ینه یریم پر حضرت سَلْمان فارس ترور و هر صاحب تکبیر و کاسیب و دوکاندار یکرمه یته یرم پرنی اوشبو طریقه برله بیلسه اوبدان بولور شاکردلارغه	بشنبی حضرت دیوانه شاه قائیم انواری اگر سور سه لاریکم چہار پر متفق قاسے ترور جوا اول آنا ایکنی انا او جو نجی او قونقان مثلات تور تونجی ہر اور کالکان اوستادی اگر سوره بزرگا ہی ترور جواب شترم فرغال بندی ہم سر کو رکش تر و ریه بریم پر حضرت سلمان فارسی ترور ویر صاحب تکبیرو کار رود و کاندار کرم بیته پریم پرنے اورشو طریقه براه بیلک او بر این بو اور سٹا کر والی رات
Jarring_Prov_2	27a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_027_r.Lanczos.800.65_27a.jpg	0.9091	0.3160	هم تعلیم برکای اکر سورسه لارکیم تکبر بقا قایسی ترور جواب ایغیل کیم اوّل تکبریکیم حضرت آدم علیه السّلام غه کلدی اندین فرزندلاریغه باقی قالدی انی تکبر بقا دیر امّا تکبر فنا حضرت نوح علیه السّلام کمه داکی قَوّم لاریغه دعا قیلدیلار انی تکبر فنا دیرلار تکبر رضا حضرت اسماءیل علیه السّلام غه کلدی حضرت اسمائیل علیه السّلام اوزلارینی قربان لیقغه رضا بردی انی تکبر رضا دیرلار حضرت ابراهم علیه السّلام تکبر ایتیب فچاق سوردیلار انی هم	27 ۵۱ مام تعلیم برای اکرورته اور یکم تیر یا کنایه ترور جواب ایمیل تیم اول تکبیر یکیم حضرت آدم علیه سلام نه کالری اندین فروزن دار یعه باقے قالدی اے تکبیر تقادیر اما تکر فنا حضرت نوح علا سلام کرد کی قوم لاریعہ دعا قبلا بلا رائے تکبر فتنا دبیر کار کی رضا حضرت ایل علا السلام ده اند ر حضرت استقلال طلای سلام روز کارینا فریان ید رضا بردن انه تکبیر رضا و بر کار دارت البراریم علا سلام تکبر ایستیب فاق اسور دیلارا نے ہم
Jarring_Prov_2	27b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_027_v.Lanczos.800.65_27b.jpg	1.0541	0.3815	تکبر رضا دیرلار تکبر صفا حضرت محمد علیه السّلام غه کلدی صحابه لارغه دعا قیلدی امّت لار شول ساعتدا آنادین ینکی توغولغاندیک پاک بولدی. و ینه بر روایت دا تکبرنی دعا و نماز دیب دورلار تکبر رضا قوی غه کلدی حضرت اسمائیل علیه السّلام نینک فداسی اوچون قربانلیقغه رضا بولدیلار انی هم دیب دورلار اکر سورسه لارکیم قبله تکبر قیسی ترور جواب بوکه دعا قیلوردا تکبر ایتوردا قبله غه باقیب اولتورماغلیق اکر سورسه لارکیم	۵۲ تکبر درما بر باز کرد مادرت الحمله های شدید نه کاری صحا به نارینه ها قیدار راست لارشون ساقه را ده ساعت غمہ آنا دین نیکی تو فوندانید یک پاک بولدی و مینه بر روایت داستکبرین و با و نمازه یی د و ر لار تکبر نورداد رضا قوى عن کلدی حضرت السمائیل علیه السلام نیک فدای او چون قربا نیفته رضا بو در بلار انواع دیب دور یار اگر سور الاريكم به ایران قیمے ترور جواب بو که دعا تیمور را تکبر اپتوردا است قبله نه با قیب اولتور ما خلیق اگر سورسه لاریم مجراب
Jarring_Prov_2	28a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_028_r.Lanczos.800.65_28a.jpg	0.8133	0.3057	(محراب) شکر تکبر قایسی جواب بوکه دعا قیلوردا تکبر ایتوردا دورود ایتماقلیق ترور اکر سورسه لارکیم غسل شریعت نمه برله پاک بولور جواب سو برله پاک بولور سوال .غسل طریقت نمه برله پاک بولور جواب تکبر برله پاک بولور تکبر اللهُ اَکْبَرْ اللهُ اَکْبَرْ اللهُ اَکْبَرْ لٰا اِلٰهَ اِلّٰا الله وَ اللهُ اَکْبَرْ اللهُ اَکْبَرْ وَ اللهُ الْحَمْدُ و هر کاسب لارغه لازیم دورکه بقدرحال آذینه پنجشنبه کونی پر اوستادلار حقیدا نزر چراغ یر بوی	28 ۵۳ مراسم تکبر ایک جواب بوکه را قبور اکبر نایی ایتوردا دورود ایتما قلیق تر و راکر سوریه غسل شریعت نہ برگہ پاک بولور جواب سوبرلہ پاک پولو را عمل طریقت نغمه بر در پاک بولون جو اب تکبیر براہ پاک بولور تکبر الله اكبر اللهُ أَكْبَرُ اللهُ أَكْبَرُ لا اله الا الله وَاللَّهُ اَكْبَرُ اللَّهُ أَكَبْرِ وَاللهُ الْحَمدُ و پرکالی اور نه نازیم و در که بتور ریال آخر مرند پنج شنبہ کونے پر اوستا دلار حقیدا از چراغ بدون
Jarring_Prov_2	28b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_028_v.Lanczos.800.65_28b.jpg	1.0164	0.2826	قیلیب دورود ایتیب دریاب الغای و اوزینی تکبرغه یتکورکای ثوابی انداغ بولغایکیم تورت مرسل پیغمبر نینک ثوابینی برکایلار اوّل حضرت آدم علیه السّلام ایکنجی حضرت نوح علیه السّلام اوچونجی حضرت ابراهیم علیه السّلام تورتونجی حضرت پیغمبر صلی الله علیه وسلّم نینک قال النّبی علیه السّلام الکسب حبیب الله و هرکیم بو حدیث پیغمبرغه .شک کلتورسه کافر بولورلار نعوذ بااللهِ مِنْ ذاٰلِكَ	۵۱۴ قیلی بو دا بیتاب در باب الفاح داور بین تکبیر تلور کا شور ہے انداغ بولنا کم تر سرکل بینی بر نیک شو ا بینی بر کا بلا را دل حضرت آدم علی السلام ایکنی حضرت نوح علیہ السلام او چونچی حضرت ابراهیم علیه السلام تور تونجی حضرت سلم علی اله علیہ وسلم ایک قالی ایسی علاسلام الكسب حبیب اللہ و ہر کم بوحدیث پیغمبر وپیریم شک کلتورہ کافر بولور لار نعوذ بااللهِ مِنْ ذَالِكَ
Jarring_Prov_2	29a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_029_r.Lanczos.800.65_29a.jpg	0.9565	0.5144	.یٰا اَرْحَمَ الرّٰحِمِیْنَ تمت تمام رساله دهقانچیلیق. .بو ترور بِسْمِ اللهِ الَّرَحمَنِ الرَّحِیْمِ اَلْحَمْدُ لِلّٰهِ رَبِّ الْعٰالَمِيْنَ وَالْعٰاقِبَةِ لِلْمُتَّقِيْنَ والصّلواتِ وَالسّلام عَلىٰ رَسُولْهِ	29 ۵۵ تحت تمام نوان رساله دهقانچیلیق (نالی) بسم الله الرحمن رحيم الحمد الله رب العالمين والعافية قصة قالي والعلوات والسلام على رسوله
Jarring_Prov_2	29b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_029_v.Lanczos.800.65_29b.jpg	0.6271	0.2119	.محمدٍ وَاَله وَاَصْحٰابَه اجمعين بعد از حمد خدا درور حضرت محمد مصطفی صلی الله علیه السّلام سلطان اولالیا و برهان الانبیاء اول عارف عاشیق اعنی حضرت امام جعفر صادق رضی الله عنه انداغ روایت قیلورلارکیم اوّل حضرت آدم پیغمبر دین حضرت محمد رسول الله نینک وقت لاریغچه برنچه خواجه کاروانلار دهقانچیلیق قیلیب دورلار مینک یته یوز یکرمه بش کمرسه	۵۶ محمد واله واصحابه اجمعين . بعد از حمد خدا در و د حضرت محمد سلفی صلی اللہ علیہ السلام سلطان اولالیا و بريان الابنياً اول عارف عاشیق اعنى حضرت امام جعفر صادق رضی اللہ عنہ انداغ روایت تیلور لاریم اول حضرت آدم پیغمبر دین حضرت محمد رسول الله نیک وقت لا رینچه برنجه خوابه کاروانلار د بقا انجیلیق قبالیہ اور لار پیندیو زیکردم بهش کمرہ صاحب مادر
Jarring_Prov_2	30a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_030_r.Lanczos.800.65_30a.jpg	0.7971	0.2203	صاحب تکبر و ساحب چراغ دهقانلیق قیلیب دورلار بولاردین اون سکیزلاری دهقان فاضل مشهور معروف ایدیلار همه لاری صاحب تکبر و شجاده نشین ایدیلار اکر سورسه لارکیم اون سکز دهقان فاضل کیم ترور جواب اوّل خواجه عبد الجلیل مشرقی ایکنجی حواجه عبد الرحمان شمالی اوچونجی خواجه عبد الکریم مغربی تورتونجی خواجه عبد العزیز جنوبی بشنجی خواجه غبد الله زین الدّین سریافی التنجی خواجه نور الدّین سمرقندی یتنجی خواجه فضل	QV صاحب تکبر و ما چپ چراغ در تاتلیق قبلی و دلار بولار دین اول سکینز لاری دیقان فاضل مشہور معروف ایدیلار هم داری صاحب کمر و شجاده انشین اید پلار ا کر سورہ لاریم اور سکن د یتان فاضل کم ترور جواب اولی خواجہ عبد الجلیل م مشرقی ایکنی خواجہ عبد الرحمان شمالی او جونجی خواجہ عبد الکریم معر بے تور تونجی خواجہ عبد العزیز جنوبی مشنبی خواجہ عند الله زین الدین سرپانے الشیخ خواجه نورا الدین سمرقندی شیخی خواجه افضفضل پیتیخی 30
Jarring_Prov_2	30b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_030_v.Lanczos.800.65_30b.jpg	0.9231	0.2926	خراسانی سکزنجی خواجه سلیم ترکستانی توقوزنجی خواجه محمد عربی اونونجی خواجه لطیق الله تاشکندی اون برنجی خواجه نغمت قوندوزی اون ایکنجی خواجه حبیب الله کاشقری اون اوچونجی خواجه حمیدا یارکندی اون تورتونجی خواجه طاهر خطنی اون بشنجی خواجه کمال اراده ولی اون التنجی خواجه سلیم ترکستانی اون یتنجی خواجه سعید طورفاننی اون سکزنجی خواجه نیم بلخی بولار همه سی نسلی آدم صفی الله ترورلار اکر	خراسانی مشکتریکی خود در سلام ترکستانی تو قوربانی خواجہ سوری خواجہ محمدی عربی او تونجی خواجہ لطیف الله تاشکندی اون برخی خواجه نعمت خوندوزی اون ایکنی خواجہ حسب الله کاشعری اون او چوبی موقع خواجہ حمیدا پار کندی اور تور تونجی خواب طاہر خطے اور بشنجی خواجہ کمال اراده ولی بنا۔ اون التبی خواجه سیلم ترکستانی اول بتنی خواد به سعید طور ان ای اور سکرینی خواره ای مینی بول در پارسی مصلی امام صلح الله مروری را کر سوری
Jarring_Prov_2	31a	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_031_r.Lanczos.800.65_31a.jpg	0.9344	0.2228	سورسه لارکیم بو قوس بویون توروق قایدین فایدا بولدی جواب ایغیل کیم حضرت جبرائیل علیه السّلام بهشت دین الیب چقیب برکان بوقوس عود یغاچیدین بویون توروق خرما یغاچیدین ترور کشکین نی اول وقتدا چیلان یغاچیدین ایتار ایدیلار کج قاتّیق قیلدی انینک اوچونکیم جالکا سالدیلار باع اراخالانمادی امّا دهقان فاضل کشکین نی باسسه لار بی نهایت و بالدور اوتکان پرلاری لعنت قیلغایلار	31 ۵۹ او ولى سوریه داریم بر قوسی بویون تو روی قایدی کی فایدا بولدی جواب العیل کیم حضرت جبرائیل علیه السلام بہشت دین الدب چقیب برکان بو قوس عود بنا چیدین بویون تو روق خرما ر ناچید بین ترور کشاکین نے اول وقتدا چیلان پنا چیدین ایستا را ید بلار کج قایق قیلدی اینک او جونکیم جالکا سالد بلار باع ارا خالانغمایی اما پرد یہان فاضل کشتکین نے با سردار ہے نہایت و بالد و راو تکان پر لاری لعنت فیلغایلار
Jarring_Prov_2	31b	jarring_manuscripts_data/images/Jarring_Prov_2/Jarring_Prov_2_031_v.Lanczos.800.65_31b.jpg	0.9206	0.2953	زنهار بعد زنهار هرکیز اوینی ظلم قیلماغایلار انچه برکت تاپماسلار هر دهقان بو قوس بویون توروق کتمن و هرقایسی اسبابلاردین هرکیز اتلاماغایلار نهایتی عزیز و مکرّم توتغایلار .انکغوقنی البتّه هول یغاچدین اتکایلار اوی نینک بوینینی اغریتماغایلار انچه برکت تاپماسلار اکر سورسه لارکیم ایشقه توراردا قیسی آیت نی اوقور جواب بسم الله الرحمن الرحیم بِسم الله وَ بِاالله وَ مِنَ اللهُ وَ مِنَ توکَّلْتُ	VI ز نهار بعد زانیاریه میز اور ظلم یلما ابلاک انه برکت تاپما سلار پردستان بو قوس بویون تو روق کتمن و بر قایی اسبا بلاردین پرکینز اقلاما غایلار نهایتی عزیز و مکرم تو تعاملار انکفوقتی البته هولي بغاجرین اتکا بلار اون تیک بوینینی اخر بتمان بهار انچه برکت افریمان تا بها مطار اکثر سوریه داریم اینشته نور دریا یسے آیت نے اوقور جواب بسم الله الرحمن الرحيم التمر والله ومن الله ومن توكلت على JE
